Price,High,Low,Close,ATR
Ticker,SNOW,SNOW,SNOW,
Date,,,,
2025-09-04,224.0500030517578,215.0500030517578,221.89999389648438,8.364174074965252
2025-09-05,226.5,221.19000244140625,225.5800018310547,8.24200701431039
2025-09-08,230.9499969482422,225.9949951171875,226.52000427246094,8.127126538425475
2025-09-09,225.8300018310547,222.10000610351562,225.55999755859375,7.9788414036462685
2025-09-10,232.2100067138672,224.02000427246094,225.85000610351562,7.987287845156667
2025-09-11,228.66000366210938,223.41099548339844,224.52999877929688,7.877756658498837
2025-09-12,224.81500244140625,220.80999755859375,221.14999389648438,7.722846587471384
2025-09-15,228.5399932861328,222.01499938964844,225.7899932861328,7.709532699558466
2025-09-16,222.34500122070312,215.9499969482422,215.9499969482422,7.794751245091752
2025-09-17,219.00999450683594,214.3000030517578,217.9600067138672,7.6713608534912066
2025-09-18,222.25,218.50999450683594,222.11000061035156,7.536106150796871
2025-09-19,231.94000244140625,222.57000732421875,230.47999572753906,7.627861978007184
2025-09-22,230.1300048828125,225.3300018310547,229.5399932861328,7.528747254746271
2025-09-23,231.49200439453125,222.8800048828125,223.5399932861328,7.57207734502517
2025-09-24,228.05999755859375,221.1199951171875,222.57000732421875,7.546794348880413
2025-09-25,225.41000366210938,217.27000427246094,221.60000610351562,7.570522550511134
2025-09-26,225.9709930419922,220.2949981689453,224.63999938964844,7.494741443412564
2025-09-29,230.3300018310547,224.07000732421875,225.25,7.445351565949498
2025-09-30,227.5,221.52000427246094,225.5500030517578,7.386737332413081
2025-10-01,231.86000061035156,222.63999938964844,230.5500030517578,7.460067887944683
2025-10-02,241.11700439453125,234.00999450683594,240.5399932861328,7.584345226137833
2025-10-03,242.5,233.24000549316406,235.08999633789062,7.651371197365757
2025-10-06,245.75900268554688,239.5,242.52000427246094,7.772076603377376
2025-10-07,244.14999389648438,231.07000732421875,234.80999755859375,7.984393002132906
2025-10-08,251.80999755859375,237.0500030517578,249.18499755859375,8.34501728204759
