Price,High,Low,Close,ATR
Ticker,SCHW,SCHW,SCHW,
Date,,,,
2025-09-04,97.73999786376953,96.20999908447266,97.62999725341797,1.6469841949374118
2025-09-05,97.5999984741211,91.5199966430664,92.05000305175781,1.8255048515539778
2025-09-08,93.6500015258789,91.8499984741211,93.44999694824219,1.8244847795621313
2025-09-09,94.05000305175781,91.43000030517578,93.66999816894531,1.8563054982429272
2025-09-10,93.36000061035156,91.86000061035156,92.23999786376953,1.8544531806569602
2025-09-11,94.08000183105469,91.83000183105469,93.94000244140625,1.8702750534306818
2025-09-12,94.5,93.36000061035156,93.54000091552734,1.841064026879392
2025-09-15,94.0999984741211,91.68000030517578,92.0999984741211,1.864221392562029
2025-09-16,92.4000015258789,90.5,91.02999877929688,1.865652597894704
2025-09-17,92.19000244140625,90.55000305175781,92.08999633789062,1.8566264695648533
2025-09-18,93.73999786376953,91.9000015258789,93.27999877929688,1.8559612642978842
2025-09-19,94.55999755859375,92.80000305175781,94.33000183105469,1.8521225939994064
2025-09-22,94.4800033569336,93.33999633789062,94.43000030517578,1.823637971001149
2025-09-23,94.93000030517578,93.36000061035156,93.91000366210938,1.8134924399540717
2025-09-24,94.12999725341797,91.69999694824219,92.37000274658203,1.8381527545629401
2025-09-25,94.80000305175781,92.0,94.77999877929688,1.8766267664507348
2025-09-26,95.9800033569336,94.73999786376953,95.45999908447266,1.851161915519268
2025-09-29,96.9800033569336,95.44999694824219,96.88999938964844,1.8383156952461537
2025-09-30,97.30000305175781,94.45999908447266,95.47000122070312,1.8783832261277136
2025-10-01,94.72000122070312,92.16999816894531,92.25,1.9352480191529173
2025-10-02,93.06999969482422,92.12999725341797,92.69999694824219,1.8954381960430506
2025-10-03,94.36000061035156,92.5999984741211,94.08000183105469,1.8900207536505473
2025-10-06,95.08999633789062,93.41999816894531,94.0,1.8812198502623378
2025-10-07,94.7300033569336,93.37000274658203,94.01000213623047,1.8603710806659068
2025-10-08,94.41500091552734,92.66999816894531,93.91500091552734,1.8557563473025518
