Price,High,Low,Close,ATR
Ticker,RBLX,RBLX,RBLX,
Date,,,,
2025-09-04,135.6699981689453,127.58999633789062,129.7899932861328,5.912821350815835
2025-09-05,132.1300048828125,124.94999694824219,127.69000244140625,5.963508814166015
2025-09-08,130.6300048828125,127.20999908447266,128.47000122070312,5.861768693532968
2025-09-09,134.3800048828125,129.89999389648438,131.7899932861328,5.8636980922760245
2025-09-10,132.97000122070312,130.75999450683594,132.83999633789062,5.717550437139671
2025-09-11,136.38999938964844,131.91200256347656,132.9600067138672,5.667968292700959
2025-09-12,136.1999969482422,132.5,133.30999755859375,5.589249438922608
2025-09-15,139.97000122070312,134.22999572753906,137.25,5.632079607850079
2025-09-16,138.72999572753906,135.14999389648438,135.83999633789062,5.549996496778263
2025-09-17,136.0,129.55999755859375,135.3800048828125,5.585596734563382
2025-09-18,137.97999572753906,133.8300018310547,135.5399932861328,5.5281726210402224
2025-09-19,137.8300018310547,134.7899932861328,135.17999267578125,5.428646057995489
2025-09-22,138.42999267578125,134.10000610351562,136.83999633789062,5.384699678566294
2025-09-23,137.83999633789062,132.1999969482422,132.22000122070312,5.39491166700958
2025-09-24,135.86500549316406,132.1750030517578,133.1300048828125,5.326715297985446
2025-09-25,133.5,128.75,132.0399932861328,5.3036466860660285
2025-09-26,135.24000549316406,130.66000366210938,135.05999755859375,5.2747008918655744
2025-09-29,142.0,137.69500732421875,141.55999755859375,5.3413129538472015
2025-09-30,141.4499969482422,133.1199951171875,138.52000427246094,5.465260533349563
2025-10-01,137.9499969482422,134.0,134.07000732421875,5.427450282914018
2025-10-02,137.0,131.80999755859375,133.5,5.417952369253707
2025-10-03,127.98999786376953,120.55999755859375,122.69000244140625,5.718834372139809
2025-10-06,127.1050033569336,122.2300033569336,126.2699966430664,5.685080997254216
2025-10-07,126.0999984741211,122.44000244140625,124.98999786376953,5.610877525430453
2025-10-08,128.22999572753906,124.30000305175781,125.19000244140625,5.543642131444485
